,id,address,latitude,longitude
33521,Atlanta_Northwest_Marietta_NA_1415 Franklin Gtwy SE,"1415 Franklin Gtwy SE, Marietta, GA 30067",33.915886,-84.496022
33526,Atlanta_Northwest_Atlanta_NA_6400 Powers Ferry Rd NW,"6400 Powers Ferry Rd NW, Atlanta, GA 30339",33.90371,-84.430881
33533,Austin_Northeast_Austin_717 Parmer_717 E Parmer Ln,"717 E Parmer Ln, Austin, TX 78753",30.40183,-97.660112
33539,Austin_South_Austin_Barton Oaks Plaza I_901 S MoPac Expy,"901 S MoPac Expy, Austin, TX 78746",30.265592,-97.780038
33544,Austin_Northwest_Austin_Building 1_8911 N Capital Of Texas Hwy,"8911 N Capital Of Texas Hwy, Austin, TX 78759",30.387221,-97.759541
33555,Austin_North_Austin_Domain 1_11801 Domain Blvd,"11801 Domain Blvd, Austin, TX 78758",30.404876,-97.721073
33565,Austin_South_Austin_The Park on Barton Creek Building 1_3711 S MoPac Expy,"3711 S MoPac Expy, Austin, TX 78746",30.24467,-97.805735
33567,Austin_South_Austin_The Terrace_200 Academy Dr,"200 Academy Dr, Austin, TX 78704",30.252668,-97.747033
33576,Austin_CBD_Austin_NA_900 Congress Ave,"900 Congress Ave, Austin, TX 78701",30.27115,-97.742046
33577,Austin_East_Austin_NA_901 E 6th St,"901 E 6th St, Austin, TX 78702",30.265145,-97.733334
33578,Baltimore_BWI_Linthicum_1201 Winterson Rd_1201 Winterson Rd,"1201 Winterson Rd, Linthicum, MD 21090",39.203161,-76.682628
33581,Baltimore_Anne Arundel_Hanover_Arundel Mills Corporate Park Building II_7550 Teague Rd,"7550 Teague Rd, Hanover, MD 21076",39.15495,-76.719233
33586,Baltimore_Towson_Towson_I695  Cromwell Bridge_809 Gleneagles Ct,"809 Gleneagles Ct, Towson, MD 21286",39.403422,-76.573564
33588,Baltimore_Baltimore City North_Baltimore_Mill No 1_3000 Falls Rd,"3000 Falls Rd, Baltimore, MD 21211",39.32293,-76.630379
33600,Baltimore_Baltimore County East_Middle River_NA_11560 Crossroads Cir,"11560 Crossroads Cir, Middle River, MD 21220",39.355824,-76.409572
33601,Baltimore_Harford County_Abingdon_NA_1311 Continental Dr,"1311 Continental Dr, Abingdon, MD 21009",39.4485,-76.29657
33604,Baltimore_Route 83 Corridor_Hunt Valley_NA_230 Schilling Cir,"230 Schilling Cir, Hunt Valley, MD 21031",39.49042,-76.665344
33607,Baltimore_Anne Arundel_Edgewater_NA_3158 Braverton St,"3158 Braverton St, Edgewater, MD 21037",38.932893,-76.566461
33608,Baltimore_Baltimore County East_Middle River_NA_435 Williams Ct,"435 Williams Ct, Middle River, MD 21220",39.363101,-76.406708
33610,Baltimore_BWI_Glen Burnie_NA_802 Cromwell Park Dr,"802 Cromwell Park Dr, Glen Burnie, MD 21061",39.177653,-76.643346
33614,Baltimore_Howard County_Columbia_NA_8621 Robert Fulton Dr,"8621 Robert Fulton Dr, Columbia, MD 21046",39.173734,-76.811484
33616,Boston_Financial District_Boston_125 High St_131 Oliver St,"131 Oliver St, Boston, MA 2110",42.374233,-71.03907
33618,Boston_Route 495 North East_Lawrence_264 Essex St_225-235 Essex St,"225-235 Essex St, Lawrence, MA 1840",42.707965,-71.159284
33621,Boston_Route 3 North_Chelmsford_285 Billerica Rd_285 Billerica Rd,"285 Billerica Rd, Chelmsford, MA 1824",42.59408,-71.32103
33627,Boston_Financial District_Boston_75 Summer St_77 Summer St,"77 Summer St, Boston, MA 2110",42.374233,-71.03907
33630,Boston_Financial District_Boston_84 State St_84 State St,"84 State St, Boston, MA 2109",42.374233,-71.03907
33634,Boston_Neighborhoods District_Boston_98 N Washington_98 N Washington St,"98 N Washington St, Boston, MA 2114",42.35888,-71.0568
33636,Boston_Route 128 South_Hingham_Bayview Business Center_75 Sgt William B Terry Dr,"75 Sgt William B Terry Dr, Hingham, MA 2043",42.24779,-70.9212
33637,Boston_Route 128 North_Wakefield_Bldg 2_107 Audubon Rd,"107 Audubon Rd, Wakefield, MA 1880",42.52081,-71.049137
33642,Boston_Southern New Hampshire_Nashua_Corporate Place_547 Amherst St,"547 Amherst St, Nashua, NH 3063",42.797077,-71.529552
33647,Boston_Route 128 South_Braintree_Granite Plaza_703 Granite St,"703 Granite St, Braintree, MA 2184",42.207324,-71.022598
33659,Boston_Financial District_Boston_Paddock Building_101 Tremont St,"101 Tremont St, Boston, MA 2108",42.374233,-71.03907
33661,Boston_Route 128 West_Waltham_South Building_610 Lincoln St,"610 Lincoln St, Waltham, MA 2451",42.40657,-71.25282
33670,Boston_Neighborhoods District_Boston_The Causeway_226 Causeway St,"226 Causeway St, Boston, MA 2114",42.366689,-71.059357
33678,Boston_Southern New Hampshire_Exeter_NA_1 Hampton Rd,"1 Hampton Rd, Exeter, NH 3833",42.976942,-70.917403
33681,Boston_Route 128 West_Watertown_NA_100 Forge St,"100 Forge St, Watertown, MA 2472",42.36641,-71.18602
33686,Boston_Route 128 North_Beverly_NA_152 Conant St,"152 Conant St, Beverly, MA 1915",42.572491,-70.90804
33691,Boston_Route 128 South_Milton_NA_2 Granite Ave,"2 Granite Ave, Milton, MA 2186",42.276968,-71.051766
33693,Boston_Route 128 West_Waltham_NA_225 Wyman St,"225 Wyman St, Waltham, MA 2451",42.40434,-71.2566
33695,Boston_Route 128 West_Waltham_NA_260 Bear Hill Rd,"260 Bear Hill Rd, Waltham, MA 2451",42.384527,-71.265483
33699,Boston_Route 495/Mass Pike West_Southborough_NA_333 Turnpike Rd,"333 Turnpike Rd, Southborough, MA 1772",42.290974,-71.551655
33700,Boston_Route 495 South_Taunton_NA_350 Myles Standish Blvd,"350 Myles Standish Blvd, Taunton, MA 2780",41.95484,-71.137509
33706,Boston_Close-in Suburbs North_Somerville_NA_48 Grove St,"48 Grove St, Somerville, MA 2144",42.396536,-71.120615
33707,Boston_Seaport/South Boston_Boston_NA_5 Channel Center St,"5 Channel Center St, Boston, MA 2210",42.374233,-71.03907
33709,Boston_Route 3 North_Lowell_NA_650 Suffolk St,"650 Suffolk St, Lowell, MA 1854",42.650007,-71.316016
33711,Boston_Route 128 North_Woburn_NA_8 Cabot Rd,"8 Cabot Rd, Woburn, MA 1801",42.508914,-71.133635
33720,Charlotte_East Charlotte_Mint Hill_Bldg 1_4614-1 Wilgrove Mint Hill Rd,"4614-1 Wilgrove Mint Hill Rd, Mint Hill, NC 28227",35.193409,-80.659942
33726,Charlotte_University / Northeast_Cornelius_Jetton Park_19924 Jetton Rd,"19924 Jetton Rd, Cornelius, NC 28031",35.479888,-80.88561
33730,Charlotte_Midtown/ South End_Charlotte_The Arlington_325 Arlington Ave,"325 Arlington Ave, Charlotte, NC 28203",35.216955,-80.85229
33735,Charlotte_South Carolina_Indian Land_NA_1245 Rosemont Dr,"1245 Rosemont Dr, Indian Land, SC 29707",35.00605,-80.88107
33736,Charlotte_South Carolina_Rock Hill_NA_135 E Main St,"135 E Main St, Rock Hill, SC 29730",34.92579,-81.026528
33737,Charlotte_SouthPark_Charlotte_NA_1901 Roxborough Rd,"1901 Roxborough Rd, Charlotte, NC 28211",35.155592,-80.829754
33739,Charlotte_West_Charlotte_NA_5605 77 Center Dr,"5605 77 Center Dr, Charlotte, NC 28217",35.164886,-80.884063
33743,Charlotte_West_Charlotte_NA_820 Tyvola Rd,"820 Tyvola Rd, Charlotte, NC 28217",35.164637,-80.882237
33749,Chicago_Central Loop_Chicago_222 North LaSalle_222 N LaSalle St,"222 N LaSalle St, Chicago, IL 60601",41.886547,-87.633293
33754,Chicago_River North_Chicago_646 N Franklin St_303 W Erie St,"303 W Erie St, Chicago, IL 60654",41.893783,-87.635952
33755,Chicago_Far West Loop/Fulton Market_Chicago_900 West_159 N Sangamon St,"159 N Sangamon St, Chicago, IL 60607",41.884793,-87.650739
33786,Chicago Suburbs_North Corridor_Bannockburn_Bannockburn Office Court_2201-2231 Lakeside Dr,"2201-2231 Lakeside Dr, Bannockburn, IL 60015",42.197057,-87.884109
33789,Chicago Suburbs_Northwest Corridor_Wheeling_Building 200_1400 S Wolf Rd,"1400 S Wolf Rd, Wheeling, IL 60090",42.108363,-87.908963
33791,Chicago Suburbs_East-West Corridor_Warrenville_Cantera Lakes_4580 Weaver Pky,"4580 Weaver Pky, Warrenville, IL 60555",41.802872,-88.161336
33798,Chicago Suburbs_North Corridor_Deerfield_Deerbrook Corporate Center_570 Lake Cook Rd,"570 Lake Cook Rd, Deerfield, IL 60015",42.153773,-87.843318
33800,Chicago Suburbs_North Corridor_Chicago_Devon Executive Center_4001 W Devon Ave,"4001 W Devon Ave, Chicago, IL 60646",41.996899,-87.729275
33823,Chicago Suburbs_O'Hare Area_Park Ridge_Park Ridge Plaza_350 S Northwest Hwy,"350 S Northwest Hwy, Park Ridge, IL 60068",42.007062,-87.823764
33825,Chicago Suburbs_Northwest Corridor_Elgin_Randall Point Phase II_2205 Point Blvd,"2205 Point Blvd, Elgin, IL 60123",42.079954,-88.33117
33832,Chicago Suburbs_North Corridor_Evanston_The Carlson Building_636 Church St,"636 Church St, Evanston, IL 60201",42.04796,-87.680446
33833,Chicago Suburbs_Northwest Corridor_Barrington_The Hart Professional Center_800 Hart Rd,"800 Hart Rd, Barrington, IL 60010",42.162588,-88.153151
33834,Chicago Suburbs_North Corridor_Deerfield_Three Parkway North_3 Parkway Blvd N,"3 Parkway Blvd N, Deerfield, IL 60015",42.162663,-87.879756
33835,Chicago Suburbs_East-West Corridor_Oak Brook_Two Oak Brook Place_2311 W 22nd St,"2311 W 22nd St, Oak Brook, IL 60523",41.845386,-87.97614
33838,Chicago Suburbs_East-West Corridor_Oak Brook_NA_2001 Midwest Rd,"2001 Midwest Rd, Oak Brook, IL 60523",41.849736,-87.971716
33847,Dallas/Ft Worth_Uptown_Dallas_3707 Rawlins St_3333 Welborn St,"3333 Welborn St, Dallas, TX 75219",32.80993,-96.806326
33854,Dallas/Ft Worth_North Dallas Corridor_Dallas_Amber Trail North_17177 Preston Rd,"17177 Preston Rd, Dallas, TX 75248",32.986375,-96.804299
33856,Dallas/Ft Worth_Mid-Cities_Hurst_Bank of Texas Center_500 Grapevine Hwy,"500 Grapevine Hwy, Hurst, TX 76054",32.863794,-97.177337
33866,Dallas/Ft Worth_Richardson Telecom Corridor_Richardson_Creekview II_1300 E Lookout Dr,"1300 E Lookout Dr, Richardson, TX 75082",32.984167,-96.701704
33874,Dallas/Ft Worth_North Dallas Corridor_Plano_Gateway at Legacy_6860 Dallas Pkwy,"6860 Dallas Pkwy, Plano, TX 75024",33.071318,-96.823512
33884,Dallas/Ft Worth_North Dallas Corridor_Dallas_International Plaza II_14221 N Dallas Pky,"14221 N Dallas Pky, Dallas, TX 75254",32.941468,-96.823616
33888,Dallas/Ft Worth_Far North Stemmons_Lewisville_Lake Vista Office Center_2850 Lake Vista Dr,"2850 Lake Vista Dr, Lewisville, TX 75067",32.99218,-96.961821
33903,Dallas/Ft Worth_Richardson Telecom Corridor_Plano_Parkway Square Office_801 E Plano Pky,"801 E Plano Pky, Plano, TX 75074",33.007812,-96.702163
33921,Dallas/Ft Worth_North Dallas Corridor_Dallas_The Landmark_14800 Landmark Blvd,"14800 Landmark Blvd, Dallas, TX 75254",32.948462,-96.827669
33937,Dallas/Ft Worth_Central Expressway_Dallas_Turley Law Center_6440 N Central Expy,"6440 N Central Expy, Dallas, TX 75206",32.845103,-96.772957
33939,Dallas/Ft Worth_West LBJ_Irving_Valley Centre_9901 E Valley Ranch Pky,"9901 E Valley Ranch Pky, Irving, TX 75063",32.935986,-96.935915
33940,Dallas/Ft Worth_Las Colinas_Irving_Vizient Point_290 E John Carpenter Fwy,"290 E John Carpenter Fwy, Irving, TX 75062",32.863205,-96.941551
33951,Dallas/Ft Worth_North Dallas Corridor_Plano_NA_6111 W Plano Pky,"6111 W Plano Pky, Plano, TX 75093",33.018814,-96.833519
33973,Denver_Boulder County_Boulder_Bldg B_4730 Walnut St,"4730 Walnut St, Boulder, CO 80301",40.01835,-105.242315
33979,Denver_Northwest_Westminster_Building 6_10225 Westmoor Dr,"10225 Westmoor Dr, Westminster, CO 80021",39.899375,-105.111198
33980,Denver_Northwest_Louisville_Centennial Valley_168 Centennial Pky,"168 Centennial Pky, Louisville, CO 80027",39.96978,-105.167095
33984,Denver_Colorado Blvd / I-25_Aurora_Dartmouth Point_3091 S Jamaica Ct,"3091 S Jamaica Ct, Aurora, CO 80014",39.66087,-104.862702
33994,Denver_Downtown Boulder_Boulder_Homestead Bldg_1962-1970 13th St,"1962-1970 13th St, Boulder, CO 80302",40.016836,-105.278195
33996,Denver_Southeast_Englewood_Inova Corporate Center I_10700 E Geddes Ave,"10700 E Geddes Ave, Englewood, CO 80112",39.583477,-104.863461
33998,Denver_West_Lakewood_Lakewood Office Bldg_441 Wadsworth Blvd,"441 Wadsworth Blvd, Lakewood, CO 80226",39.722903,-105.082229
34018,Denver_Southeast_Englewood_The Summit at Dry Creek  Bldg II_10303 E Dry Creek Rd,"10303 E Dry Creek Rd, Englewood, CO 80112",39.582525,-104.869196
34023,Denver_Cherry Creek_Denver_US Bank_210 University Blvd,"210 University Blvd, Denver, CO 80206",39.71989,-104.958825
34029,Denver_Downtown Boulder_Boulder_Westpeak Building_1470 Walnut St,"1470 Walnut St, Boulder, CO 80302",40.017419,-105.276092
34030,Denver_Downtown Boulder_Boulder_NA_1155 Canyon Blvd,"1155 Canyon Blvd, Boulder, CO 80302",40.016055,-105.280062
34032,Denver_Southwest_Lakewood_NA_363 S Harlan St,"363 S Harlan St, Lakewood, CO 80226",39.70985,-105.063329
34041,Denver_Southeast_Englewood_NA_6061 S Willow Dr,"6061 S Willow Dr, Englewood, CO 80111",39.605965,-104.889554
34042,Denver_Southeast_Greenwood Village_NA_8100 E Maplewood Ave,"8100 E Maplewood Ave, Greenwood Village, CO 80111",39.604637,-104.893988
34043,Denver_Southeast_Englewood_NA_9780 S Meridian Blvd,"9780 S Meridian Blvd, Englewood, CO 80112",39.53989,-104.854991
34044,Detroit_CBD_Detroit_1001 Woodward_1001 Woodward Ave,"1001 Woodward Ave, Detroit, MI 48226",42.33205,-83.047582
34048,Detroit_Birmingham Area_Birmingham_Bldg A_1025 E Maple Rd,"1025 E Maple Rd, Birmingham, MI 48009",42.547188,-83.206638
34049,Detroit_Washtenaw County_Chelsea_Chelsea Clocktower_310 N Main St,"310 N Main St, Chelsea, MI 48118",42.319577,-84.020216
34050,Detroit_Southfield_Southfield_Crescent Centre_24445 Northwestern Hwy,"24445 Northwestern Hwy, Southfield, MI 48075",42.468223,-83.236898
34055,Detroit_Farmington_Farmington Hills_Harvard Building_30665 Northwestern Hwy,"30665 Northwestern Hwy, Farmington Hills, MI 48334",42.511235,-83.328802
34056,Detroit_Troy North_Troy_Long Lake Square_70 W Long Lake Rd,"70 W Long Lake Rd, Troy, MI 48098",42.592184,-83.150423
34058,Detroit_I-96 Corridor_Novi_Maxim Building_42400 Grand River Ave,"42400 Grand River Ave, Novi, MI 48375",42.479082,-83.465469
34067,Detroit_Southfield_Southfield_Rosemond Office Building_29566 Northwestern Hwy,"29566 Northwestern Hwy, Southfield, MI 48034",42.506001,-83.316051
34076,Detroit_Troy South_Troy_Wilshire Plaza West_1050 Wilshire Dr,"1050 Wilshire Dr, Troy, MI 48084",42.564565,-83.170118
34079,Detroit_New Center_detroit_Woodward  Willis_4219 Woodward Ave,"4219 Woodward Ave, detroit, MI 48201",42.35173,-83.06128
34081,Detroit_I-275 Corridor_Plymouth_NA_9357 General Dr,"9357 General Dr, Plymouth, MI 48170",42.35741,-83.45824
34082,Houston_Midtown_Houston_1030 Richmond Ave_4200 Montrose Blvd,"4200 Montrose Blvd, Houston, TX 77006",29.734883,-95.391633
34093,Houston_West Loop/Galleria_Houston_1455 West Loop South_1455 West Loop S,"1455 West Loop S, Houston, TX 77027",29.752735,-95.454339
34105,Houston_Katy Freeway/Energy Corridor_Houston_Ashford 5_14701 St. Marys Ln,"14701 St. Marys Ln, Houston, TX 77079",29.781631,-95.608725
34125,Houston_Katy Freeway/Energy Corridor_Houston_CityCentre Five_825 Town & Country,"825 Town & Country, Houston, TX 77024",29.78175,-95.55951
34139,Houston_Nasa/Clear Lake_Houston_Hercules I_1300 Hercules Ave,"1300 Hercules Ave, Houston, TX 77058",29.556737,-95.110795
34142,Houston_Southwest/Sugar Land_Sugar Land_Imperial Plaza_3 Sugar Creek Center Blvd,"3 Sugar Creek Center Blvd, Sugar Land, TX 77478",29.622591,-95.603992
34150,Houston_Katy Freeway/Energy Corridor_Houston_One Park Ten Place_16365 Park Ten Place Dr,"16365 Park Ten Place Dr, Houston, TX 77084",29.786331,-95.667422
34178,Houston_Northwest/290 Far_Houston_Two Chasewood_20405 State Highway 249,"20405 State Highway 249, Houston, TX 77070",29.98896,-95.573625
34193,Houston_Katy Freeway/Energy Corridor_Houston_Woodbranch Plaza I_12121 Wickchester Ln,"12121 Wickchester Ln, Houston, TX 77079",29.78814,-95.60014
34203,Houston_FM 1960_Houston_NA_14420 Sylvanfield Dr,"14420 Sylvanfield Dr, Houston, TX 77014",29.985145,-95.493602
34206,Houston_The Woodlands_The Woodlands_NA_2001 Timberloch Pl,"2001 Timberloch Pl, The Woodlands, TX 77380",30.157359,-95.467482
34212,Houston_The Woodlands_The Woodlands_NA_4055 Technology Forest Blvd,"4055 Technology Forest Blvd, The Woodlands, TX 77381",30.178829,-95.487429
34215,Houston_West Loop/Galleria_Houston_NA_5850 San Felipe St,"5850 San Felipe St, Houston, TX 77057",29.750301,-95.483029
34219,Houston_Northwest/290 Far_Houston_NA_7310 Eldridge Pky,"7310 Eldridge Pky, Houston, TX 77041",29.884766,-95.604992
34220,Houston_West Loop/Galleria_Houston_NA_770 S Post Oak Ln,"770 S Post Oak Ln, Houston, TX 77056",29.760618,-95.463757
34226,Los Angeles_Pasadena_Pasadena_199 S Los Robles_199 S Los Robles Ave,"199 S Los Robles Ave, Pasadena, CA 91101",34.142485,-118.14191
34236,Los Angeles_San Gabriel Valley_Covina_Becrich Building_599 S Barranca Ave,"599 S Barranca Ave, Covina, CA 91723",34.079187,-117.881603
34237,Los Angeles_Central San Fernando Valley_Van Nuys_Bldg 4_16380 Roscoe Blvd,"16380 Roscoe Blvd, Van Nuys, CA 91406",34.221135,-118.489525
34240,Los Angeles_West San Fernando Valley_Calabasas_Calabasas Courtyard III_5016 N Parkway Calabasas,"5016 N Parkway Calabasas, Calabasas, CA 91302",34.13944,-118.661796
34244,Los Angeles_Long Beach_Cerritos_Cerritos Towne Center V_17871 Park Plaza Dr,"17871 Park Plaza Dr, Cerritos, CA 90703",33.869339,-118.063191
34261,Los Angeles_San Gabriel Valley_Monrovia_Huntington Office Centre_1333 S Mayflower Ave,"1333 S Mayflower Ave, Monrovia, CA 91016",34.137259,-118.010104
34271,Los Angeles_Burbank_Burbank_Media Studios Phase V_3355 W Empire Ave,"3355 W Empire Ave, Burbank, CA 91504",34.192536,-118.347237
34277,Los Angeles_West Hollywood_West Hollywood_Pacific Design Center  Red Building East_750 San Vicente Blvd,"750 San Vicente Blvd, West Hollywood, CA 90069",34.083949,-118.382517
34281,Los Angeles_South Bay_Torrance_Rolling Hills Office Plaza_2601 Airport Dr,"2601 Airport Dr, Torrance, CA 90505",33.793451,-118.329268
34288,Los Angeles_Westwood/West LA_Los Angeles_The Cahill Bldg_11388-11390 W Olympic Blvd,"11388-11390 W Olympic Blvd, Los Angeles, CA 90064",34.033172,-118.442567
34289,Los Angeles_Santa Monica_Santa Monica_The Clock Tower_225 Santa Monica Blvd,"225 Santa Monica Blvd, Santa Monica, CA 90401",34.015451,-118.49668
34290,Los Angeles_Santa Monica_Santa Monica_The Comma Building_1640 5th St,"1640 5th St, Santa Monica, CA 90401",34.013269,-118.490267
34301,Los Angeles_El Segundo_El Segundo_The Utah Campus_2330 Utah Ave,"2330 Utah Ave, El Segundo, CA 90245",33.908915,-118.382015
34303,Los Angeles_San Gabriel Valley_Arcadia_Towne Centre Office Building_150 N Santa Anita Ave,"150 N Santa Anita Ave, Arcadia, CA 91006",34.141789,-118.031057
34328,Los Angeles_San Gabriel Valley_Monterey Park_NA_1255 Corporate Center Dr,"1255 Corporate Center Dr, Monterey Park, CA 91754",34.04871,-118.165653
34330,Los Angeles_Central San Fernando Valley_Sherman Oaks_NA_14242 Ventura Blvd,"14242 Ventura Blvd, Sherman Oaks, CA 91423",34.149734,-118.443427
34335,Los Angeles_West San Fernando Valley_Woodland Hills_NA_21122 Erwin St,"21122 Erwin St, Woodland Hills, CA 91367",34.182444,-118.593729
34337,Los Angeles_West San Fernando Valley_Woodland Hills_NA_21731 Ventura Blvd,"21731 Ventura Blvd, Woodland Hills, CA 91364",34.168824,-118.601577
34348,Los Angeles_San Gabriel Valley_Pomona_NA_3201 Temple Ave,"3201 Temple Ave, Pomona, CA 91768",34.04603,-117.80563
34350,Los Angeles_Burbank_Burbank_NA_333 N Glenoaks Blvd,"333 N Glenoaks Blvd, Burbank, CA 91502",34.184919,-118.30926
34369,Los Angeles_Culver City_Culver City_NA_9950 Jefferson Blvd,"9950 Jefferson Blvd, Culver City, CA 90232",34.013478,-118.388312
34379,Manhattan_Flatiron_New York_121 W 23rd St_119 W 23rd St,"119 W 23rd St, New York, NY 10011",40.743501,-73.993392
34388,Manhattan_Grand Central_New York_1519 W 39th St_15 W 39th St,"15 W 39th St, New York, NY 10018",40.752233,-73.983462
34392,Manhattan_Chelsea_New York_157163 W 25th St_159 W 25th St,"159 W 25th St, New York, NY 10001",40.745259,-73.993978
34396,Manhattan_Soho_New York_179 Lafayette St_177-183 Lafayette St,"177-183 Lafayette St, New York, NY 10013",40.720413,-73.998528
